row_index,mfg_part_num,part_desc,brand_e1,brand_unilog,brand_dib,part_manuf,placeholder_flags,coarse_category,is_dishwasher,classification_method
236,AB-1794,AB-1794 100GRIT CUTOFF DISC 4.5 in.,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off & Grinding Wheels > Cut-Off Wheels,False,llm-classified
237,AU-1541,AU-1541 12V AGM BATTERY GRP 65 527CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
238,EL2-1036,EL2-1036 GFCI OUTLET 15A 125V TR WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Outlets,False,llm-classified
239,HT-1200,"HT-1200 12"" ADJ WRENCH CHROME VANADIUM",,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
240,SF-1949,SF-1949 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
241,CBL-1795,CBL-1795 CAT6 CABLE 500FT,,,,Belden Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden Inc', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Wire & Cable > Network Cable,False,llm-classified
242,LG-1466,LG-1466 56V CORDLESS STRING TRIMMER,,,,EGO Power Plus,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power Plus', '_distributor_code': None, '_distributor_cluster': 'EGO Power Plus'}",Lawn & Garden > Outdoor Power Equipment > String Trimmers,False,llm-classified
243,VLV-1458,VLV-1458 1/2IN BALL VLV BRS FIP,,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
244,MW-1711,MW-1711 OVER THE RANGE MICROWAVE 1158W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Kitchen Appliances > Microwaves,False,llm-classified
245,ADH-1791,ADH-1791 EPOXY 3OZ CARTRIDGE,,,,Henkel Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corp', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Epoxy & Resin > Epoxy Cartridges,False,llm-classified
246,EL2-1655,EL2-1655 GFCI RECEPT 20A 125V TR WHT,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
247,DW-1572,DW-1572 FRONT CONTROL DISHWASHER 42 dBA WHITE,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
248,AU-1077,AU-1077 12V AGM BATTERY GRP 35 593CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
249,PT2-1660,PT2-1660 6.5-IN CIRC SAW 15A CORDED,,,,Makita U.S.A. Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita U.S.A. Inc', '_distributor_code': None, '_distributor_cluster': 'Makita U.S.A. Inc'}",Tools > Power Tools > Circular Saws,False,llm-classified
250,BM-1201,BM-1201 5/8IN OSB SUBFLR 4X8 SHEET,,,,Georgia-Pacific,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia-Pacific', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Uncategorized,False,llm-classified
251,PT-1543,PT-1543 12V MAX CORDLESS DRILL DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Drill Drivers,False,llm-classified
252,PT2-1357,PT2-1357 10in CIRC SAW 15A CORDED,,,,Makita U.S.A. Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita U.S.A. Inc', '_distributor_code': None, '_distributor_cluster': 'Makita U.S.A. Inc'}",Tools > Power Tools > Circular Saws,False,llm-classified
253,FAS2-1888,FAS2-1888 POST BASE GALV,,,,Simpson,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson', '_distributor_code': None, '_distributor_cluster': 'Simpson'}",Hardware > Structural Hardware > Post Bases,False,llm-classified
254,DW-1715,DW-1715 BUILT-IN DISHWASHER 45 dBA WHITE,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
255,SF-1639,SF-1639 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
256,AB-1337,AB-1337 60GRIT GRINDING WHL 7in,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Grinding Wheels > Bench Grinder Wheels,False,llm-classified
257,LG-1814,LG-1814 40V CORDLESS HEDGE TRIMMER,,,,EGO Power+,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power+', '_distributor_code': None, '_distributor_cluster': 'EGO Power+'}",Lawn & Garden > Outdoor Power Equipment > Hedge Trimmers,False,llm-classified
258,PT2-1463,PT2-1463 6.5in CIRC SAW 15A CORDED,,,,Makita,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Circular Saws,False,llm-classified
259,HV-1263,HV-1263 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Thermostats > Programmable Thermostats,False,llm-classified
260,EL2-1565,EL2-1565 GFCI RECEPT 15A 125V TR WHITE,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
261,AU-1544,AU-1544 12V AGM BATTERY GRP 65 635CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
262,HV-1033,HV-1033 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Thermostats > Programmable Thermostats,False,llm-classified
263,EL-1389,EL-1389 10/3 NM-B ROMEX 250 FT,,,,Southwire Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Co.', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > Romex Cable,False,llm-classified
264,SF-1704,SF-1704 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
265,DW-1428,DW-1428 BUILT-IN DISHWASHER 47 dBA BLACK STAINLESS,,,,Samsung Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Samsung Electronics', '_distributor_code': None, '_distributor_cluster': 'Samsung Electronics'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
266,CBL-1802,CBL-1802 CAT6 PATCH CABLE 250FT,,,,Belden,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Wire & Cable > Patch Cables,False,llm-classified
267,RF-1137,RF-1137 SIDE BY SIDE REFRIGERATOR 25 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
268,PT2-1846,PT2-1846 6.5 in. CIRC SAW 15A CORDED,,,,Makita U.S.A. Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita U.S.A. Inc', '_distributor_code': None, '_distributor_cluster': 'Makita U.S.A. Inc'}",Tools > Power Tools > Circular Saws,False,llm-classified
269,FAS2-1197,FAS2-1197 JOIST HANGER GALV,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Joist Hangers,False,llm-classified
270,MW-1546,MW-1546 COUNTERTOP MICROWAVE 1404W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Kitchen Appliances > Microwaves,False,llm-classified
271,PL-1864,PL-1864 3/4 UNION BRS 125#,,,,WATTS WATER TECH,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'WATTS WATER TECH', '_distributor_code': None, '_distributor_cluster': 'WATTS WATER TECH'}",Plumbing > Fittings & Valves > Unions,False,llm-classified
272,AB2-1252,AB2-1252 4 in. FLAP DISC 40GRIT,,,,Norton Abr.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abr.', '_distributor_code': None, '_distributor_cluster': 'Norton Abr.'}",Abrasives > Discs > Flap Discs,False,llm-classified
273,HT-1121,"HT-1121 12"" ADJUSTABLE WRENCH CHROME VANADIUM",,,,Klein Tools Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools Inc', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
274,SF-1122,SF-1122 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
275,PL-1675,PL-1675 3/8 ELL 90 BRS 150#,,,,Watts,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts', '_distributor_code': None, '_distributor_cluster': 'Watts'}",Plumbing > Fittings & Valves > Elbows,False,llm-classified
276,SF-1026,SF-1026 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
277,UNK-9014,MISC HDW ASSTD,,,,,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': True, '_distributor_name': 'Unknown', '_distributor_code': None, '_distributor_cluster': 'Unknown'}",Hardware > General Hardware > Assorted Hardware,False,llm-classified
278,RF-1788,RF-1788 TOP FREEZER REFRIGERATOR 28 CU FT,,,,Samsung Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Samsung Electronics', '_distributor_code': None, '_distributor_cluster': 'Samsung Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
279,HT-1940,HT-1940 8 IN ADJ WRENCH CHROME VANADIUM,,,,Klein,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein', '_distributor_code': None, '_distributor_cluster': 'Klein'}",Tools > Hand Tools > Wrenches,False,llm-classified
280,RF-1688,RF-1688 TOP FREEZER REFRIGERATOR 28 CU FT,,,,LG Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'LG Electronics', '_distributor_code': None, '_distributor_cluster': 'LG Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
281,AB-1211,AB-1211 36GRIT SANDING BELT 4.5 in.,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Belts > Sanding Belts,False,llm-classified
282,MW-1968,MW-1968 COUNTERTOP MICROWAVE 1092W,,,,Panasonic,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Panasonic', '_distributor_code': None, '_distributor_cluster': 'Panasonic Corp'}",Appliances > Kitchen Appliances > Microwaves,False,llm-classified
283,VLV-1536,"VLV-1536 1"" BALL VLV BRZ THD",,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
284,LG-1303,LG-1303 40V CORDLESS STRING TRIMMER,,,,EGO,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO', '_distributor_code': None, '_distributor_cluster': 'EGO'}",Lawn & Garden > Outdoor Power Equipment > String Trimmers,False,llm-classified
285,AU-1199,AU-1199 12V AGM BATTERY GRP 24 570CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
286,TOOL2-1891,TOOL2-1891 M18 IMPACT WRENCH KIT,,,,Milwaukee Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
287,RF-1029,RF-1029 FRENCH DOOR REFRIGERATOR 24 CU FT,,,,Samsung Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Samsung Electronics', '_distributor_code': None, '_distributor_cluster': 'Samsung Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
288,FAS2-1818,FAS2-1818 ANGLE BRACKET GALV,,,,Simpson Strong-Tie,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong-Tie', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Angle Brackets,False,llm-classified
289,RF-1312,RF-1312 TOP FREEZER REFRIGERATOR 18 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
290,PT-1371,PT-1371 20V CORDLESS DRILL DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Drill Drivers,False,llm-classified
291,VLV-1585,VLV-1585 1/2IN BALL VLV FULL PORT,,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
292,VLV-1318,VLV-1318 1IN BALL VLV BRZ THD,,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
293,VLV-1208,VLV-1208 1IN BALL VLV BRZ THD,,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
294,SF-1947,SF-1947 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
295,EL-1589,EL-1589 12/2 NM-B ROMEX 250FT,,,,Southwire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > Romex Cable,False,llm-classified
296,DW-1438,DW-1438 TOP CONTROL DISHWASHER 48 dBA WHITE,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
297,VLV-1890,VLV-1890 3/4IN BALL VLV FULL PORT,,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
298,TOOL2-1400,TOOL2-1400 M12 IMPACT WRENCH KIT,,,,Milwaukee Electric Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Electric Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Electric Tool'}",Tools > Power Tools > Impact Wrenches,False,llm-classified
299,FAS2-1738,FAS2-1738 POST BASE ZMAX,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Hardware > Structural Hardware > Post Bases,False,llm-classified
300,ADH-1146,ADH-1146 EPOXY 3OZ TUBE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Epoxy > Epoxy Tubes,False,llm-classified
301,PT2-1549,PT2-1549 7.25 IN CIRC SAW 15A CORDED,,,,Makita,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Circular Saws,False,llm-classified
302,AU-1478,AU-1478 12V AGM BATTERY GRP 65 504CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > AGM Batteries,False,llm-classified
303,PL-1815,PL-1815 1 UNION BRS 150#,,,,Watts Water Technologies,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Watts Water Technologies', '_distributor_code': None, '_distributor_cluster': 'Watts Water Technologies'}",Plumbing > Fittings & Valves > Unions,False,llm-classified
304,MW-1058,MW-1058 COUNTERTOP MICROWAVE 1206W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
305,AU-1850,AU-1850 12V AGM BATTERY GRP 65 576CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries > AGM Batteries,False,llm-classified
306,LB-1131,LB-1131 LED FLAT PANEL 2X2 40W 5000K,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Ceiling Light > Flat Panel Lights,False,llm-classified
307,HT-1777,HT-1777 12IN ADJUSTABLE WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
308,BM-1847,BM-1847 1/2IN OSB SHEATHING 4X8 SHEET,,,,Georgia-Pacific,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Georgia-Pacific', '_distributor_code': None, '_distributor_cluster': 'Georgia Pacific Corp'}",Hardware > Building Materials > OSB Sheathing,False,llm-classified
309,HV-1657,HV-1657 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,,,,Honeywell Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Inc', '_distributor_code': None, '_distributor_cluster': 'Honeywell Inc'}",HVAC > Thermostats > Programmable Thermostats,False,llm-classified
310,LB-1553,LB-1553 A19 LED 9W 2700K  1PK,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Bulb > LED Bulbs,False,llm-classified
311,PL2-1840,PL2-1840 1/2IN CU 90 ELBOW,,,,NIBCO INC.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'NIBCO INC.', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Elbows,False,llm-classified
312,AU-1900,AU-1900 12V AGM BATTERY GRP 24 509CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > AGM Batteries,False,llm-classified
313,LB-1223,LB-1223 A19 LED 15W 4000K DIMMABLE 4PK,,,,Philips Lighting,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Philips Lighting', '_distributor_code': None, '_distributor_cluster': 'Philips Lighting'}",Lighting > Bulb > LED Bulbs,False,llm-classified
314,MW-1174,MW-1174 OVER THE RANGE MICROWAVE 1203W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Cooking Appliances > Microwaves,False,llm-classified
315,CBL-1011,CBL-1011 CAT6 PATCH CABLE 100FT,,,,Belden Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden Inc', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Networking > Patch Cables,False,llm-classified
316,VLV-1597,"VLV-1597 1"" BALL VLV FULL PORT",,,,Eaton Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corporation', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
317,ADH-1443,ADH-1443 EPOXY 3OZ CARTRIDGE,,,,Loctite,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Loctite', '_distributor_code': None, '_distributor_cluster': 'Loctite'}",Adhesives > Epoxy > Epoxy Cartridges,False,llm-classified
318,EL-1406,EL-1406 12/2 NM-B ROMEX 250 FT,,,,Southwire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > NM-B Wire,False,llm-classified
